,Total Trades,Winning Trades,Losing Trades,Win Rate,Average PnL,Total Profit,Max Drawdown,Stock
30,74,27,22,0.36486486486486486,2.2912162162162124,18722.789999999994,0.0669390039011295,HAL
31,53,18,19,0.33962264150943394,0.270754716981133,4071.4500000000144,0.02483015630604124,DLF
32,16,2,7,0.125,-0.3625000000000007,-1156.100000000006,0.019857966520071657,DELHIVERY
33,26,10,6,0.38461538461538464,0.8711538461538562,4516.450000000042,0.019006119533924837,SONACOMS
34,40,15,19,0.375,-2.8324999999999703,-3209.7999999999856,0.05918475317092742,ULTRACEMCO
35,47,22,16,0.46808510638297873,0.9670212765957408,9829.59999999996,0.021587813359829955,WIPRO
36,38,6,13,0.15789473684210525,-0.2000000000000004,-7004.350000000019,0.09946526549584345,NHPC
37,65,11,16,0.16923076923076924,-0.11076923076922754,-1033.3999999999057,0.06925542723275269,POONAWALLA
38,3,1,2,0.3333333333333333,-3.0166666666666515,-777.0999999999963,0.0033992504393624,TATATECH
39,44,17,19,0.38636363636363635,0.5909090909090948,5102.000000000032,0.039186591090657696,ZYDUSLIFE
40,92,18,20,0.1956521739130435,-0.16032608695652398,-12342.299999999992,0.2077214626955184,ADANIPOWER
41,29,11,10,0.3793103448275862,0.3110344827586161,1470.339999999983,0.02809595080269056,AUBANK
42,48,14,21,0.2916666666666667,-0.27395833333333197,-1785.200000000001,0.09658914752192194,NTPC
43,59,17,16,0.288135593220339,0.6355932203389874,10742.350000000084,0.0970221971542089,INDIANB
44,12,3,3,0.25,3.191666666666682,2333.6000000000113,0.007436792162232586,PATANJALI
45,38,12,12,0.3157894736842105,-3.1842105263157836,-1225.7000000000016,0.06257644355056902,SUPREMEIND
46,72,24,22,0.3333333333333333,0.3909722222222205,16740.149999999947,0.05900983849196273,TATAMTRDVR
47,44,14,15,0.3181818181818182,0.7500000000000007,9060.900000000012,0.026287355805254986,VEDL
48,35,18,11,0.5142857142857142,1.2671428571428285,1788.3999999999642,0.02280944701020482,ASIANPAINT
49,34,13,12,0.38235294117647056,0.8808823529411645,1336.5499999999902,0.023508810416511317,CUMMINSIND
50,37,15,11,0.40540540540540543,4.039189189189185,5245.099999999996,0.03408116754767332,BALKRISIND
51,33,14,11,0.42424242424242425,1.1257575757575802,6987.300000000025,0.03398890605887139,SUNTV
52,42,19,15,0.4523809523809524,-0.4202380952380974,1090.9,0.044701867333966194,LALPATHLAB
53,36,16,11,0.4444444444444444,5.477777777777798,4155.100000000017,0.021109206883397902,ALKEM
54,58,16,29,0.27586206896551724,-0.040517241379311716,-3694.8500000000454,0.05723459051862123,ONGC
55,55,19,20,0.34545454545454546,0.14181818181818254,6157.220000000036,0.025732025503679257,IOC
56,35,13,15,0.37142857142857144,0.9085714285714208,506.0499999999979,0.034850923372076625,DRREDDY
57,28,5,7,0.17857142857142858,1.2389285714285714,4041.2400000000043,0.02370903112540046,LODHA
58,47,21,12,0.44680851063829785,6.297872340425508,11329.99999999995,0.01044121069348014,ESCORTS
59,25,7,5,0.28,0.11,2271.0999999999904,0.01874189623935818,POLICYBZR
60,54,19,18,0.35185185185185186,-0.9703703703703679,-5180.349999999984,0.06595385680791066,TECHM
61,37,19,15,0.5135135135135135,3.145945945945936,3833.199999999996,0.04097869563407608,TCS
62,62,20,23,0.3225806451612903,-0.5241935483870922,-3801.8499999999776,0.057659428313755146,TATACHEM
63,65,23,22,0.35384615384615387,-0.7161538461538245,1736.200000000044,0.05497523295222573,COFORGE
64,47,16,13,0.3404255319148936,0.11255319148936228,11184.150000000014,0.06176545166553682,IRFC
65,40,6,21,0.15,-1.138000000000001,-5389.980000000017,0.0702289570779221,JUBLFOOD
66,68,22,17,0.3235294117647059,6.302941176470587,39277.35999999998,0.03266384200049255,BSE
67,38,8,9,0.21052631578947367,-0.21736842105262985,1862.3799999999992,0.02448431305374288,BDL
68,40,11,20,0.275,0.529499999999999,7092.449999999983,0.037905252300114545,BEL
69,55,15,17,0.2727272727272727,0.03290909090909095,3276.829999999991,0.030132125404254806,PNB
70,43,13,18,0.3023255813953488,-3.608139534883715,-12027.79999999999,0.08985755301945153,DALBHARAT
71,44,17,17,0.38636363636363635,0.4727272727272769,1236.0500000000277,0.07882385981693507,BHARATFORG
72,25,7,12,0.28,-0.4080000000000132,-2288.000000000025,0.030847911640390913,SUNPHARMA
73,30,15,10,0.5,-0.11333333333331362,84.75000000002638,0.04210723139411765,COLPAL
74,34,8,20,0.23529411764705882,-0.8338235294117687,-3516.3500000000076,0.06845146561001392,HCLTECH
75,36,11,10,0.3055555555555556,0.42222222222222666,-1313.1999999999825,0.03701811251015452,TRENT
76,58,17,25,0.29310344827586204,-0.195000000000001,-4793.530000000044,0.06994534203460512,NMDC
77,46,18,18,0.391304347826087,7.309782608695662,8029.2500000000155,0.04016220347861932,NAUKRI
78,31,9,9,0.2903225806451613,-3.4161290322579942,758.7000000000007,0.03402870818305026,PAGEIND
79,25,12,6,0.48,0.8111999999999998,22916.399999999987,0.0256570282778128,ZOMATO
80,51,20,14,0.39215686274509803,4.925490196078437,8744.850000000013,0.028299384577097575,APOLLOHOSP
81,41,17,16,0.4146341463414634,0.3170731707317115,4489.150000000046,0.041330581369538155,BIOCON
82,24,9,10,0.375,-0.6500000000000009,-2282.3499999999963,0.029478717888026584,MFSL
83,47,10,21,0.2127659574468085,0.14574468085106432,935.1000000000175,0.025611969056104078,AMBUJACEM
84,25,12,10,0.48,-0.4659999999999673,-1207.189999999952,0.04508005860361031,TORNTPHARM
85,51,17,18,0.3333333333333333,-0.1176470588235283,-2116.549999999987,0.06921751671264431,LICHSGFIN
86,47,16,14,0.3404255319148936,-0.1082978723404241,-4722.4199999999655,0.06447254373963951,FEDERALBNK
87,47,19,14,0.40425531914893614,2.391489361702115,4731.999999999966,0.019511804943760147,INDIGO
88,67,20,19,0.29850746268656714,0.6440298507462717,4820.600000000002,0.048229832794080885,GODREJPROP
89,38,9,9,0.23684210526315788,-0.3986842105263163,-159.3000000000219,0.16142041334503376,SJVN
90,25,8,14,0.32,1.63,1699.2500000000018,0.04517076547528198,KOTAKBANK
91,51,19,14,0.37254901960784315,0.9499999999999986,5300.249999999981,0.04231653242299471,PRESTIGE
92,43,5,14,0.11627906976744186,-0.21279069767442138,-1692.0000000000548,0.0829626205873738,ZEEL
93,34,12,9,0.35294117647058826,-2.444117647058821,-3768.45,0.04900705551501883,MPHASIS
94,39,17,14,0.4358974358974359,1.8782051282051384,8456.250000000044,0.00921584737597736,AXISBANK
95,40,18,9,0.45,6.029249999999996,8335.129999999992,0.0242224926707042,EICHERMOT
96,69,26,19,0.37681159420289856,-2.3294202898550784,-10006.840000000051,0.18478077853415542,IRCTC
97,47,24,11,0.5106382978723404,1.276595744680842,6524.99999999997,0.0448851709027811,CHOLAFIN
98,30,12,5,0.4,10.978333333333357,12826.400000000032,0.012487069275686657,GLAND
99,44,9,19,0.20454545454545456,0.020454545454538477,-1926.700000000039,0.037807777109220675,CONCOR
100,53,21,16,0.39622641509433965,-5.168867924528247,-3059.1499999999633,0.0770145383559423,LTIM
101,46,23,18,0.5,0.43586956521736064,1178.6999999999025,0.05929257887155992,HDFCBANK
102,50,13,19,0.26,-0.29899999999999666,-6384.949999999948,0.08569736171893316,APOLLOTYRE
103,33,13,12,0.3939393939393939,0.48030303030304305,2870.650000000078,0.03267218219086576,GUJGASLTD
104,77,23,28,0.2987012987012987,-0.2837662337662389,-5446.800000000052,0.11592922007808015,TATAMOTORS
105,87,26,20,0.2988505747126437,0.7448275862068964,10979.05000000004,0.08154108257361359,ADANIENT
106,40,14,21,0.35,-4.007499999999948,-4599.549999999945,0.05577842021248691,HEROMOTOCO
107,46,19,20,0.41304347826086957,-0.5652173913043627,-4245.150000000108,0.06007980785790423,UPL
108,64,11,13,0.171875,0.40312499999999685,999.3999999999669,0.15841662019682734,FACT
109,26,7,15,0.2692307692307692,-0.9150000000000051,-4162.94000000002,0.04613745859784779,BERGEPAINT
110,33,11,10,0.3333333333333333,-0.2545454545454556,-696.8500000000022,0.05015145207632121,FORTIS
111,42,15,15,0.35714285714285715,10.113095238095237,5716.20000000002,0.05163177399588914,OFSS
112,37,15,12,0.40540540540540543,-0.9675675675675663,-4460.749999999995,0.07575011674818488,CIPLA
113,45,15,20,0.3333333333333333,1.8355555555555383,2888.749999999961,0.028220112152421706,ACC
114,40,20,18,0.5,5.979999999999984,1749.7499999999886,0.06334588794367246,BAJAJ-AUTO
115,45,16,18,0.35555555555555557,0.020000000000000125,-288.3500000000015,0.019264871264619843,ITC
116,50,16,18,0.32,0.05100000000000051,6138.250000000032,0.06628339645866022,IDFCFIRSTB
117,52,19,15,0.36538461538461536,0.19134615384615472,12016.810000000043,0.05728633246560977,BANKINDIA
118,56,22,14,0.39285714285714285,9.573214285714302,15269.200000000012,0.046157991070066906,POLYCAB
119,115,12,16,0.10434782608695652,-0.04017391304347819,-12297.66999999998,0.20672185186506586,SUZLON
120,62,18,18,0.2903225806451613,0.13854838709677483,4863.630000000029,0.04670927620978926,SAIL
121,43,12,20,0.27906976744186046,-1.4488372093023192,-5405.6499999999805,0.05448666057731555,TATACOMM
122,63,17,26,0.2698412698412698,0.015873015873014294,-2194.7000000000376,0.08713265144010318,TATAPOWER
123,52,16,17,0.3076923076923077,7.840384615384579,6894.849999999975,0.027245847198793083,ABB
124,56,17,16,0.30357142857142855,0.09732142857142742,5813.699999999937,0.028623974487730797,UNIONBANK
125,45,21,16,0.4666666666666667,4.132666666666667,11374.259999999998,0.03060173769683283,SRF
126,40,24,8,0.6,1.491249999999995,7140.249999999971,0.027921780792181217,TATACONSUM
127,41,11,11,0.2682926829268293,-0.043902439024389825,-1870.0999999999967,0.10087224722212929,KALYANKJIL
128,68,18,18,0.2647058823529412,0.6985294117647053,16466.34999999997,0.1053332198412249,RVNL
129,40,18,17,0.45,-0.12499999999999911,-3193.16999999999,0.06114653681388871,GAIL
130,41,16,16,0.3902439024390244,0.4134146341463218,-637.7500000000375,0.043520783205802216,TVSMOTOR
131,43,14,14,0.32558139534883723,0.0965116279069772,3865.5499999999765,0.03301685634317453,INDHOTEL
132,47,13,23,0.2765957446808511,-0.6170212765957496,-3111.850000000013,0.0533593855133041,VOLTAS
133,40,18,12,0.45,0.4622500000000048,11782.370000000123,0.022096853687377127,POWERGRID
134,33,10,17,0.30303030303030304,-0.521212121212114,-3567.099999999959,0.040331965880644804,MARICO
135,16,4,7,0.25,-3.6593749999999687,-2469.949999999976,0.03753422473778423,MANKIND
136,55,22,17,0.4,0.23345454545454397,8594.299999999963,0.030938616327034207,HINDPETRO
137,57,19,17,0.3333333333333333,7.842982456140362,3612.149999999996,0.04410871457964771,TATAELXSI
138,65,17,18,0.26153846153846155,1.1230769230769262,7096.700000000022,0.04447463646842831,KPITTECH
139,30,14,9,0.4666666666666667,1.7233333333333312,5851.449999999994,0.04075419131879854,SBICARD
140,31,10,12,0.3225806451612903,0.3203225806451725,179.17000000005623,0.041117088029994586,VBL
141,52,24,22,0.46153846153846156,0.5557692307692358,8806.200000000057,0.0375938516978056,HINDALCO
142,29,6,9,0.20689655172413793,0.0679310344827576,1870.5499999999445,0.04748685825407961,IDBI
143,49,13,22,0.2653061224489796,-0.18367346938775395,-5976.259999999956,0.05980656651996574,ASHOKLEY
144,57,17,10,0.2982456140350877,11.009649122807005,33557.79999999994,0.0482232083881009,MAZDOCK
145,46,18,19,0.391304347826087,0.3758695652173874,9626.079999999924,0.020288457209695743,BPCL
146,61,19,20,0.3114754098360656,0.08672131147541064,5965.630000000043,0.041417191570170875,LTF
147,36,13,18,0.3611111111111111,0.2883333333333293,3689.0799999999435,0.029607485732551453,BANDHANBNK
148,40,19,16,0.475,0.9675000000000352,543.9500000000519,0.015640709687939958,LT
149,37,12,15,0.32432432432432434,0.33297297297297124,764.7299999999932,0.03783537136879245,IPCALAB
150,34,18,12,0.5294117647058824,312.03529411764634,8791.94999999999,0.012133551613294546,MRF
151,31,8,18,0.25806451612903225,-1.5629032258064495,-8331.049999999987,0.07832188922259231,ICICIPRULI
152,74,16,11,0.21621621621621623,0.3891891891891893,351.1500000000033,0.060990848522221586,ATGL
153,73,24,25,0.3287671232876712,0.050821917808217536,1781.3899999999494,0.04029941349337596,RECLTD
154,46,12,19,0.2608695652173913,0.20760869565216428,-624.2500000000496,0.09496605065793706,ADANIPORTS
155,29,12,14,0.41379310344827586,-0.7603448275861662,-785.4999999999472,0.035765166758388256,HINDUNILVR
156,34,11,17,0.3235294117647059,-0.45705882352940064,-3054.3899999999926,0.04477081387383375,GRASIM
157,50,20,21,0.4,2.5396000000000005,5556.099999999997,0.02673139814909531,RELIANCE
158,40,12,12,0.3,7.194999999999962,12050.149999999916,0.06642092252526854,TIINDIA
159,65,25,21,0.38461538461538464,8.561076923076884,7382.3199999999915,0.043908504491424805,DIXON
160,49,23,12,0.46938775510204084,2.3163265306122542,7294.300000000008,0.06395919171524622,HDFCAMC
161,41,11,16,0.2682926829268293,0.634146341463416,8285.450000000008,0.04783537890850553,OBEROIRLTY
162,44,22,20,0.5,1.4738636363636421,3795.100000000012,0.0335085583251451,INFY
163,36,11,10,0.3055555555555556,1.169722222222229,3163.320000000016,0.024246412782009674,ASTRAL
164,74,23,27,0.3108108108108108,-0.12972972972973032,1401.7999999999647,0.14404781400878353,BHEL
165,47,15,15,0.3191489361702128,-0.18382978723404136,-2892.249999999949,0.12146691162076861,OIL
166,43,20,17,0.46511627906976744,2.4500000000000086,5348.900000000008,0.022155791896120824,PIDILITIND
167,38,18,8,0.47368421052631576,12.823684210526332,13653.650000000016,0.01925243508513441,DMART
168,37,9,6,0.24324324324324326,0.15945945945945939,32521.499999999978,0.033163905024503615,YESBANK
169,25,9,7,0.36,1.8239999999999919,5143.999999999977,0.02629015667871859,LICI
170,30,13,15,0.43333333333333335,-0.6249999999999962,-3179.5499999999806,0.031145680016209543,DABUR
171,62,16,18,0.25806451612903225,0.0395161290322588,-26.64999999996445,0.048531541675065015,ABCAPITAL
172,71,17,17,0.23943661971830985,0.2816901408450716,20990.199999999986,0.03739418924079829,JSWENERGY
173,67,19,28,0.2835820895522388,0.22283582089552376,5592.460000000025,0.0467957132769673,PFC
174,44,11,16,0.25,-0.07363636363636562,-2618.3900000000845,0.039918269967745834,MOTHERSON
175,53,15,26,0.2830188679245283,-1.010377358490565,-5982.699999999997,0.07739625148648566,AUROPHARMA
176,35,11,17,0.3142857142857143,22.765714285714264,2506.899999999994,0.025293977821291724,SHREECEM
177,36,10,18,0.2777777777777778,-0.16249999999997852,-406.9999999999368,0.036783902818945946,SBILIFE
178,65,11,13,0.16923076923076924,2.7915384615384577,10132.29999999998,0.04969357404102359,ADANIGREEN
179,14,3,3,0.21428571428571427,0.08214285714285958,-112.84999999998581,0.016638046847638033,JSWINFRA
180,48,19,17,0.3958333333333333,-0.7675000000000048,-329.4600000000137,0.06161605208927623,APLAPOLLO
181,37,17,11,0.4594594594594595,0.5067567567567199,1069.6999999999707,0.047274888801262516,DIVISLAB
182,39,10,15,0.2564102564102564,-0.24743589743589978,1191.199999999999,0.038744609565978694,BAJAJHLDNG
183,41,19,14,0.4634146341463415,-0.23048780487804713,509.65000000002397,0.03228357204181043,SBIN
184,45,11,18,0.24444444444444444,-0.9633333333333212,-4242.299999999959,0.06680201570803768,INDUSINDBK
185,55,11,15,0.2,-0.14363636363636353,-19778.399999999998,0.1978209186519322,MAHABANK
186,51,16,22,0.3137254901960784,-2.560784313725488,-3664.4500000000035,0.045988956993021524,SIEMENS
187,14,3,4,0.21428571428571427,0.6178571428571412,1912.3499999999904,0.02576705574999283,JIOFIN
188,51,20,20,0.39215686274509803,0.24235294117645526,2901.5799999999776,0.05189181568111323,BAJAJFINSV
189,45,21,15,0.4666666666666667,19.996666666666673,18411.950000000008,0.023652573071629268,BAJFINANCE
190,44,9,21,0.20454545454545456,-1.1363636363636234,-3901.2499999999754,0.04595749684327144,M&M
191,57,19,21,0.3333333333333333,-1.0084210526315713,-1195.3200000000024,0.05996440961488958,PERSISTENT
