date,open,high,low,close,volume
2024-02-01 14:20:00+05:30,2052.45,2052.75,2046.0,2048.75,4852
2024-02-01 14:25:00+05:30,2048.75,2049.85,2043.85,2047.2,7597
2024-02-01 14:30:00+05:30,2047.0,2049.4,2046.4,2047.05,4515
2024-02-01 14:35:00+05:30,2047.65,2049.9,2047.0,2049.0,4875
2024-02-01 14:40:00+05:30,2048.6,2052.0,2047.15,2051.2,5138
2024-02-01 14:45:00+05:30,2051.2,2054.0,2048.0,2052.7,6815
2024-02-01 14:50:00+05:30,2052.45,2056.8,2051.05,2056.45,6014
2024-02-01 14:55:00+05:30,2056.25,2056.25,2043.4,2047.2,12410
2024-02-01 15:00:00+05:30,2045.85,2050.0,2044.9,2047.4,10384
2024-02-01 15:05:00+05:30,2047.4,2049.95,2045.0,2045.0,13135
2024-02-01 15:10:00+05:30,2044.75,2045.0,2032.5,2034.6,12841
2024-02-01 15:15:00+05:30,2034.95,2049.95,2034.8,2049.95,26036
2024-02-01 15:20:00+05:30,2049.85,2050.0,2038.0,2049.95,27218
2024-02-01 15:25:00+05:30,2049.85,2058.6,2038.05,2056.1,12257
2024-02-02 09:15:00+05:30,2070.8,2070.8,2028.55,2033.05,7006
2024-02-02 09:20:00+05:30,2030.95,2044.25,2030.95,2033.0,3228
2024-02-02 09:25:00+05:30,2030.15,2039.6,2022.35,2026.55,7050
2024-02-02 09:30:00+05:30,2026.55,2035.5,2025.05,2029.05,9125
2024-02-02 09:35:00+05:30,2030.95,2038.0,2025.35,2028.1,3386
2024-02-02 09:40:00+05:30,2029.5,2032.8,2023.4,2024.0,3604
2024-02-02 09:45:00+05:30,2024.9,2029.45,2018.3,2028.55,5739
2024-02-02 09:50:00+05:30,2028.65,2030.75,2025.55,2028.9,1568
2024-02-02 09:55:00+05:30,2031.45,2034.95,2027.7,2032.6,2046
2024-02-02 10:00:00+05:30,2033.7,2034.3,2029.0,2031.6,1486
2024-02-02 10:05:00+05:30,2031.35,2037.75,2030.35,2034.6,4303
2024-02-02 10:10:00+05:30,2035.3,2035.4,2030.5,2035.2,1624
2024-02-02 10:15:00+05:30,2034.5,2035.0,2032.75,2034.9,675
2024-02-02 10:20:00+05:30,2035.0,2035.0,2029.25,2034.0,1490
2024-02-02 10:25:00+05:30,2032.6,2035.0,2031.6,2034.4,974
2024-02-02 10:30:00+05:30,2032.4,2034.9,2029.2,2033.95,1231
2024-02-02 10:35:00+05:30,2033.7,2034.6,2030.9,2034.05,822
2024-02-02 10:40:00+05:30,2034.0,2034.95,2031.0,2034.7,1166
2024-02-02 10:45:00+05:30,2031.6,2035.0,2028.6,2034.9,1155
2024-02-02 10:50:00+05:30,2034.9,2035.0,2031.05,2034.0,1091
2024-02-02 10:55:00+05:30,2033.95,2034.0,2031.25,2033.85,1415
2024-02-02 11:00:00+05:30,2033.85,2034.0,2031.6,2032.7,604
2024-02-02 11:05:00+05:30,2031.6,2034.0,2031.55,2033.3,660
2024-02-02 11:10:00+05:30,2031.8,2033.75,2030.0,2033.75,1935
2024-02-02 11:15:00+05:30,2033.65,2033.75,2031.1,2033.0,807
2024-02-02 11:20:00+05:30,2031.5,2033.55,2031.5,2032.05,2187
2024-02-02 11:25:00+05:30,2032.25,2033.7,2031.1,2031.5,2165
2024-02-02 11:30:00+05:30,2032.05,2044.85,2032.05,2040.0,2085
2024-02-02 11:35:00+05:30,2040.95,2046.45,2040.95,2046.0,1565
2024-02-02 11:40:00+05:30,2046.0,2046.0,2043.55,2045.95,1286
2024-02-02 11:45:00+05:30,2045.95,2047.0,2044.0,2046.9,1680
2024-02-02 11:50:00+05:30,2045.6,2046.8,2042.15,2042.35,1377
2024-02-02 11:55:00+05:30,2044.15,2046.4,2042.65,2045.0,889
2024-02-02 12:00:00+05:30,2045.5,2045.9,2040.6,2045.0,687
2024-02-02 12:05:00+05:30,2045.0,2046.1,2040.1,2040.45,1152
2024-02-02 12:10:00+05:30,2041.15,2044.0,2038.9,2041.5,1807
2024-02-02 12:15:00+05:30,2041.5,2041.5,2038.55,2040.0,615
2024-02-02 12:20:00+05:30,2040.0,2040.9,2038.05,2040.9,1204
2024-02-02 12:25:00+05:30,2040.9,2050.0,2036.45,2036.45,19498
2024-02-02 12:30:00+05:30,2036.1,2037.8,2028.0,2034.8,1953
2024-02-02 12:35:00+05:30,2032.8,2036.2,2029.45,2036.2,436
2024-02-02 12:40:00+05:30,2037.95,2039.8,2032.55,2038.9,801
2024-02-02 12:45:00+05:30,2037.15,2037.6,2033.95,2036.85,267
2024-02-02 12:50:00+05:30,2038.55,2039.0,2033.5,2036.2,297
2024-02-02 12:55:00+05:30,2035.55,2037.75,2034.05,2035.35,294
2024-02-02 13:00:00+05:30,2035.4,2037.9,2032.05,2037.9,865
2024-02-02 13:05:00+05:30,2037.8,2038.0,2033.0,2033.5,610
2024-02-02 13:10:00+05:30,2033.5,2037.25,2033.0,2033.95,344
2024-02-02 13:15:00+05:30,2037.2,2037.35,2035.45,2036.85,328
2024-02-02 13:20:00+05:30,2036.95,2037.8,2034.55,2036.5,182
2024-02-02 13:25:00+05:30,2034.6,2035.85,2034.0,2035.6,150
2024-02-02 13:30:00+05:30,2034.75,2036.95,2034.25,2036.7,70592
2024-02-02 13:35:00+05:30,2036.55,2044.35,2036.0,2043.0,7337
2024-02-02 13:40:00+05:30,2043.85,2043.85,2033.5,2035.15,2671
2024-02-02 13:45:00+05:30,2035.05,2037.8,2034.5,2035.6,293
2024-02-02 13:50:00+05:30,2034.7,2037.45,2034.7,2037.45,473
2024-02-02 13:55:00+05:30,2037.45,2037.5,2036.2,2036.75,335
2024-02-02 14:00:00+05:30,2036.4,2038.85,2036.4,2037.8,340
2024-02-02 14:05:00+05:30,2037.7,2039.6,2037.5,2037.5,155
2024-02-02 14:10:00+05:30,2037.5,2040.9,2037.5,2039.95,1013
2024-02-02 14:15:00+05:30,2039.85,2040.9,2037.5,2040.0,1565
2024-02-02 14:20:00+05:30,2040.8,2040.8,2038.7,2040.1,335
2024-02-02 14:25:00+05:30,2040.0,2043.3,2039.85,2043.0,941
2024-02-02 14:30:00+05:30,2043.0,2043.15,2041.7,2043.0,709
2024-02-02 14:35:00+05:30,2043.0,2043.0,2040.0,2040.55,638
2024-02-02 14:40:00+05:30,2041.45,2042.4,2040.0,2042.0,356
2024-02-02 14:45:00+05:30,2042.0,2042.05,2040.0,2041.0,1996
2024-02-02 14:50:00+05:30,2041.0,2042.0,2039.05,2040.2,555
2024-02-02 14:55:00+05:30,2039.7,2040.45,2038.35,2040.1,468
2024-02-02 15:00:00+05:30,2039.05,2041.0,2038.0,2039.8,824
2024-02-02 15:05:00+05:30,2039.8,2040.7,2037.0,2037.0,1054
2024-02-02 15:10:00+05:30,2039.5,2039.65,2035.05,2037.1,890
2024-02-02 15:15:00+05:30,2037.05,2038.85,2036.0,2038.85,1572
2024-02-02 15:20:00+05:30,2038.85,2041.25,2038.25,2039.0,1005806
2024-02-02 15:25:00+05:30,2039.0,2041.7,2035.2,2040.0,33197
2024-02-05 09:15:00+05:30,2075.0,2075.0,2050.8,2051.6,8053
2024-02-05 09:20:00+05:30,2051.9,2068.55,2050.05,2068.55,3661
2024-02-05 09:25:00+05:30,2070.0,2070.0,2065.0,2066.75,5790
2024-02-05 09:30:00+05:30,2065.3,2067.95,2064.2,2064.2,3626
2024-02-05 09:35:00+05:30,2066.05,2067.85,2065.05,2067.0,2702
2024-02-05 09:40:00+05:30,2067.0,2068.4,2061.05,2063.0,1904
2024-02-05 09:45:00+05:30,2063.0,2067.7,2061.2,2066.0,1494
2024-02-05 09:50:00+05:30,2064.55,2067.0,2061.6,2064.05,1611
2024-02-05 09:55:00+05:30,2063.25,2065.95,2061.05,2063.1,2265
2024-02-05 10:00:00+05:30,2063.1,2063.85,2057.15,2058.85,1868
2024-02-05 10:05:00+05:30,2058.9,2064.0,2058.9,2062.6,2049
2024-02-05 10:10:00+05:30,2062.45,2062.45,2055.9,2057.1,2534
2024-02-05 10:15:00+05:30,2056.7,2060.75,2055.25,2059.6,1361
2024-02-05 10:20:00+05:30,2057.8,2060.4,2057.0,2059.4,1155
2024-02-05 10:25:00+05:30,2059.4,2065.0,2055.05,2065.0,3165
2024-02-05 10:30:00+05:30,2065.0,2067.0,2062.15,2064.2,2397
2024-02-05 10:35:00+05:30,2064.2,2067.0,2064.0,2065.25,1860
2024-02-05 10:40:00+05:30,2066.2,2066.2,2060.1,2062.0,1276
2024-02-05 10:45:00+05:30,2061.95,2066.0,2061.05,2064.45,1465
2024-02-05 10:50:00+05:30,2064.7,2065.0,2061.6,2064.4,1630
2024-02-05 10:55:00+05:30,2065.0,2065.0,2063.75,2064.05,3407
2024-02-05 11:00:00+05:30,2064.95,2065.0,2062.0,2062.0,1342
2024-02-05 11:05:00+05:30,2063.85,2064.3,2061.0,2064.0,953
2024-02-05 11:10:00+05:30,2064.0,2064.45,2060.55,2064.4,1163
2024-02-05 11:15:00+05:30,2064.35,2065.0,2062.5,2063.4,1798
