date,open,high,low,close,volume
2024-02-01 14:25:00+05:30,6416.8,6424.0,6416.8,6424.0,1141
2024-02-01 14:30:00+05:30,6424.0,6432.05,6418.5,6430.25,1750
2024-02-01 14:35:00+05:30,6426.55,6430.65,6426.55,6429.85,615
2024-02-01 14:40:00+05:30,6429.65,6429.65,6421.3,6421.45,252
2024-02-01 14:45:00+05:30,6424.3,6445.0,6421.0,6440.05,4446
2024-02-01 14:50:00+05:30,6442.0,6460.0,6438.0,6443.25,6885
2024-02-01 14:55:00+05:30,6440.1,6450.0,6438.6,6440.55,2471
2024-02-01 15:00:00+05:30,6443.85,6448.15,6437.0,6443.0,6743
2024-02-01 15:05:00+05:30,6441.55,6446.0,6431.45,6433.65,1138
2024-02-01 15:10:00+05:30,6434.8,6443.2,6426.8,6426.8,2124
2024-02-01 15:15:00+05:30,6430.85,6441.95,6427.35,6438.6,1945
2024-02-01 15:20:00+05:30,6443.0,6443.0,6433.65,6439.3,2060
2024-02-01 15:25:00+05:30,6437.2,6450.9,6434.2,6450.0,3352
2024-02-02 09:15:00+05:30,6489.0,6511.75,6462.05,6478.3,5285
2024-02-02 09:20:00+05:30,6481.6,6481.6,6466.15,6466.15,1577
2024-02-02 09:25:00+05:30,6465.45,6470.1,6447.45,6451.65,2392
2024-02-02 09:30:00+05:30,6451.6,6455.65,6440.7,6450.85,2222
2024-02-02 09:35:00+05:30,6445.6,6450.35,6441.85,6448.0,1701
2024-02-02 09:40:00+05:30,6444.25,6456.3,6444.25,6450.0,1753
2024-02-02 09:45:00+05:30,6451.0,6453.0,6444.25,6448.35,1573
2024-02-02 09:50:00+05:30,6446.0,6480.1,6446.0,6472.6,4312
2024-02-02 09:55:00+05:30,6472.6,6487.45,6462.4,6468.0,2708
2024-02-02 10:00:00+05:30,6467.75,6484.0,6466.0,6476.05,3198
2024-02-02 10:05:00+05:30,6475.9,6485.0,6468.3,6475.8,2980
2024-02-02 10:10:00+05:30,6474.9,6500.0,6471.95,6495.95,4167
2024-02-02 10:15:00+05:30,6495.0,6539.95,6491.0,6525.1,5187
2024-02-02 10:20:00+05:30,6525.1,6537.05,6510.9,6532.5,1934
2024-02-02 10:25:00+05:30,6532.75,6532.75,6503.45,6512.95,2692
2024-02-02 10:30:00+05:30,6518.1,6535.3,6511.7,6521.05,2017
2024-02-02 10:35:00+05:30,6516.9,6523.25,6512.6,6518.2,725
2024-02-02 10:40:00+05:30,6520.95,6530.0,6518.2,6519.5,1510
2024-02-02 10:45:00+05:30,6522.0,6531.0,6522.0,6530.0,1274
2024-02-02 10:50:00+05:30,6530.0,6598.0,6530.0,6598.0,8512
2024-02-02 10:55:00+05:30,6591.0,6645.05,6591.0,6645.05,14245
2024-02-02 11:00:00+05:30,6645.05,6707.95,6645.05,6675.4,16908
2024-02-02 11:05:00+05:30,6679.8,6679.8,6576.95,6584.6,13956
2024-02-02 11:10:00+05:30,6587.95,6610.2,6566.7,6585.75,8171
2024-02-02 11:15:00+05:30,6585.75,6588.65,6578.25,6587.3,1592
2024-02-02 11:20:00+05:30,6587.3,6589.75,6575.0,6588.0,1882
2024-02-02 11:25:00+05:30,6585.0,6608.95,6585.0,6607.45,1697
2024-02-02 11:30:00+05:30,6612.95,6620.0,6585.0,6595.6,2767
2024-02-02 11:35:00+05:30,6595.2,6600.0,6579.0,6585.3,3972
2024-02-02 11:40:00+05:30,6586.05,6608.55,6586.0,6600.1,964
2024-02-02 11:45:00+05:30,6603.1,6603.1,6586.0,6597.2,2675
2024-02-02 11:50:00+05:30,6597.35,6613.65,6597.35,6600.35,1505
2024-02-02 11:55:00+05:30,6599.85,6611.95,6597.8,6610.0,1335
2024-02-02 12:00:00+05:30,6606.85,6609.1,6598.65,6607.7,568
2024-02-02 12:05:00+05:30,6608.15,6608.25,6595.8,6595.8,743
2024-02-02 12:10:00+05:30,6595.0,6596.25,6586.0,6586.0,964
2024-02-02 12:15:00+05:30,6587.0,6593.9,6580.0,6587.15,1326
2024-02-02 12:20:00+05:30,6589.15,6599.6,6587.35,6599.45,544
2024-02-02 12:25:00+05:30,6599.6,6609.65,6579.0,6579.0,1165
2024-02-02 12:30:00+05:30,6582.8,6582.8,6513.9,6554.55,7379
2024-02-02 12:35:00+05:30,6560.1,6560.1,6524.2,6546.15,1795
2024-02-02 12:40:00+05:30,6546.2,6567.0,6546.2,6563.4,509
2024-02-02 12:45:00+05:30,6566.95,6578.15,6545.0,6545.0,1746
2024-02-02 12:50:00+05:30,6545.35,6560.95,6545.0,6557.0,284
2024-02-02 12:55:00+05:30,6559.95,6563.05,6550.0,6553.35,782
2024-02-02 13:00:00+05:30,6552.8,6553.15,6548.0,6550.0,474
2024-02-02 13:05:00+05:30,6550.5,6550.5,6545.0,6545.0,582
2024-02-02 13:10:00+05:30,6545.0,6549.05,6545.0,6545.0,289
2024-02-02 13:15:00+05:30,6545.0,6547.15,6535.0,6537.8,1037
2024-02-02 13:20:00+05:30,6537.8,6543.65,6535.0,6535.0,1194
2024-02-02 13:25:00+05:30,6535.4,6535.4,6530.0,6532.55,436
2024-02-02 13:30:00+05:30,6538.1,6547.5,6538.1,6547.5,472
2024-02-02 13:35:00+05:30,6546.0,6546.2,6540.2,6541.0,410
2024-02-02 13:40:00+05:30,6543.75,6547.15,6531.0,6547.15,1066
2024-02-02 13:45:00+05:30,6542.2,6544.9,6530.0,6534.55,775
2024-02-02 13:50:00+05:30,6535.85,6538.25,6530.0,6530.1,761
2024-02-02 13:55:00+05:30,6533.25,6537.0,6530.15,6534.4,422
2024-02-02 14:00:00+05:30,6533.45,6551.85,6532.65,6551.85,1082
2024-02-02 14:05:00+05:30,6549.9,6559.3,6549.9,6558.8,485
2024-02-02 14:10:00+05:30,6558.75,6558.75,6550.4,6554.55,812
2024-02-02 14:15:00+05:30,6554.55,6554.9,6547.25,6554.5,252
2024-02-02 14:20:00+05:30,6550.4,6554.5,6535.95,6535.95,432
2024-02-02 14:25:00+05:30,6530.2,6539.0,6530.0,6539.0,722
2024-02-02 14:30:00+05:30,6539.0,6560.8,6537.5,6559.95,1079
2024-02-02 14:35:00+05:30,6558.3,6559.95,6543.9,6547.2,686
2024-02-02 14:40:00+05:30,6547.2,6560.0,6543.8,6560.0,2366
2024-02-02 14:45:00+05:30,6560.0,6576.95,6559.55,6576.95,2766
2024-02-02 14:50:00+05:30,6575.55,6594.8,6573.95,6593.75,2275
2024-02-02 14:55:00+05:30,6593.75,6593.8,6546.25,6560.5,3026
2024-02-02 15:00:00+05:30,6562.4,6569.95,6559.75,6569.3,2070
2024-02-02 15:05:00+05:30,6565.5,6568.55,6540.0,6559.3,3827
2024-02-02 15:10:00+05:30,6558.75,6562.05,6541.55,6553.05,2397
2024-02-02 15:15:00+05:30,6553.3,6562.85,6545.2,6545.4,6591
2024-02-02 15:20:00+05:30,6545.4,6565.8,6545.4,6565.25,5454
2024-02-02 15:25:00+05:30,6565.0,6595.0,6565.0,6593.85,8319
2024-02-05 09:15:00+05:30,6586.0,6639.95,6570.0,6614.9,4182
2024-02-05 09:20:00+05:30,6620.95,6677.95,6612.75,6613.35,5315
2024-02-05 09:25:00+05:30,6606.5,6606.5,6573.4,6592.25,4068
2024-02-05 09:30:00+05:30,6605.95,6627.05,6591.9,6595.2,2645
2024-02-05 09:35:00+05:30,6590.0,6622.2,6580.0,6620.65,4415
2024-02-05 09:40:00+05:30,6625.85,6678.85,6625.85,6666.95,6508
2024-02-05 09:45:00+05:30,6667.9,6764.1,6667.9,6739.0,17628
2024-02-05 09:50:00+05:30,6744.0,6768.0,6739.75,6754.15,11228
2024-02-05 09:55:00+05:30,6754.15,6819.7,6754.15,6802.65,12075
2024-02-05 10:00:00+05:30,6800.0,6808.0,6739.05,6740.0,7700
2024-02-05 10:05:00+05:30,6739.05,6745.85,6725.9,6728.0,7036
