Total Trades,Winning Trades,Losing Trades,Win Rate,Average PnL,Total Profit,Max Drawdown
17,12,5,0.7058823529411765,18.026470588235416,6687.90000000004,1306.6499999999915
10,6,3,0.6,5.155000000000001,8133.0,733.8500000000035
13,5,8,0.38461538461538464,0.18846153846153976,163.80000000000132,3736.400000000003
29,16,13,0.5517241379310345,1.7051724137931208,3460.650000000037,1521.6499999999594
10,4,5,0.4,0.13999999999999205,-734.2000000000247,1188.7000000000162
7,4,3,0.5714285714285714,8.07857142857139,2993.199999999989,1177.6500000000106
16,11,5,0.6875,0.6875000000000009,6312.800000000012,2355.200000000008
11,6,5,0.5454545454545454,2.6954545454545227,4464.149999999964,1161.0000000000032
4,2,0,0.5,6.662499999999994,5523.649999999998,0.0
18,9,9,0.5,3.761111111111202,1870.200000000048,1939.1500000000042
23,13,10,0.5652173913043478,1.3186956521739075,5491.7599999999775,3115.0500000000043
6,3,2,0.5,2.35833333333332,2869.2999999999793,2101.350000000004
14,7,6,0.5,1.2107142857142972,1642.2500000000143,890.4499999999873
17,11,6,0.6470588235294118,13.676470588235267,6121.999999999994,824.0
17,8,9,0.47058823529411764,3.3764705882352595,3423.699999999977,835.9999999999941
10,8,1,0.8,0.5399999999999991,7398.399999999996,178.35000000000673
24,8,16,0.3333333333333333,-3.027083333333375,-1501.50000000001,2362.3000000000047
4,3,0,0.75,0.2624999999999993,6211.149999999994,0.0
5,5,0,1.0,0.8399999999999977,5604.599999999995,0.0
8,4,4,0.5,0.306249999999995,1342.4499999999664,1611.2500000000157
39,25,14,0.6410256410256411,1.329487179487183,17503.400000000045,2554.3999999999996
21,13,8,0.6190476190476191,9.876190476190507,6683.9000000000115,1977.9999999999927
2,1,1,0.5,6.0,526.0,0.0
15,9,5,0.6,1.3666666666666667,9254.800000000003,1087.7999999999975
9,6,3,0.6666666666666666,20.877777777777915,5376.7000000000235,325.20000000000437
9,7,1,0.7777777777777778,0.6555555555555546,7524.199999999988,1012.5
3,2,0,0.6666666666666666,0.8499999999999991,2398.6999999999975,0.0
13,8,5,0.6153846153846154,5.318461538461555,3419.820000000009,1160.399999999996
20,14,6,0.7,2.719999999999993,7106.599999999979,1751.2499999999973
13,5,4,0.38461538461538464,0.6846153846153834,5712.849999999976,2134.700000000008
11,4,7,0.36363636363636365,0.020909090909092563,-89.24999999998658,1738.0500000000088
10,5,4,0.5,1.0549999999999897,1754.7499999999752,1303.8000000000025
10,7,3,0.7,0.7289999999999992,3370.639999999994,1078.2000000000087
16,10,6,0.625,3.14374999999999,6412.949999999984,1255.8000000000175
13,11,2,0.8461538461538461,4.81923076923075,5687.799999999986,1100.2499999999968
7,5,2,0.7142857142857143,3.7642857142857093,5187.749999999993,497.25000000001364
11,7,4,0.6363636363636364,0.7199999999999963,4713.199999999973,2276.189999999988
6,2,4,0.3333333333333333,3.400000000000015,1346.0000000000057,982.349999999991
12,8,3,0.6666666666666666,38.42500000000009,7458.400000000017,705.5999999999913
8,5,2,0.625,3.493750000000013,4573.21000000001,1247.9499999999944
8,4,2,0.5,0.7562500000000005,9019.300000000012,279.49999999998414
17,6,10,0.35294117647058826,0.4970588235294078,909.4499999999903,3860.8500000000013
23,12,10,0.5217391304347826,0.4295652173913066,5009.810000000028,987.9000000000005
12,7,4,0.5833333333333334,1.3833333333333446,3445.2000000000257,1514.0999999999922
3,2,1,0.6666666666666666,-0.016666666666670455,-24.500000000004036,0.0
11,6,5,0.5454545454545454,0.4681818181818187,3583.6999999999985,661.1500000000128
4,3,1,0.75,0.5999999999999979,3205.849999999991,608.3000000000025
4,3,1,0.75,1.1000000000000085,1522.4000000000144,432.24999999999477
23,14,9,0.6086956521739131,9.149999999999977,7053.249999999985,1619.2499999999973
24,13,9,0.5416666666666666,134.8604166666652,5401.149999999994,955.0
10,8,2,0.8,3.3380000000000107,3455.9700000000103,408.0
8,5,3,0.625,0.91875000000001,1537.0000000000177,834.5999999999951
14,6,8,0.42857142857142855,1.269285714285708,1107.1899999999714,2367.650000000016
3,3,0,1.0,38.85000000000006,6836.600000000006,0.0
6,5,1,0.8333333333333334,6.508333333333307,3629.549999999981,1049.400000000006
7,2,3,0.2857142857142857,-11.164285714285727,-765.1499999999926,2798.4500000000075
22,14,8,0.6363636363636364,3.136363636363595,2504.7499999999645,1731.1999999999935
16,10,5,0.625,8.121249999999996,7737.760000000002,1196.789999999994
13,7,5,0.5384615384615384,20.130769230769147,6639.849999999979,918.8499999999958
28,19,9,0.6785714285714286,6.639285714285636,8459.359999999899,2778.2600000000402
14,4,9,0.2857142857142857,-1.9071428571429092,-1897.300000000028,2863.550000000011
1,1,0,1.0,4.7000000000000455,338.4000000000033,0.0
27,14,13,0.5185185185185185,1.8740740740740622,3844.6999999999784,2366.5500000000065
6,6,0,1.0,22.898333333333387,8455.710000000021,0.0
2,2,0,1.0,0.625,1814.0,0.0
9,8,1,0.8888888888888888,2.2633333333333354,10114.030000000002,722.9199999999962
6,1,0,0.16666666666666666,0.016666666666666902,704.20000000001,0.0
20,10,8,0.5,4.252500000000009,3151.3500000000076,952.0
8,6,1,0.75,8.650000000000006,9777.550000000008,270.4000000000042
7,4,3,0.5714285714285714,8.842857142857222,1427.5500000000147,400.39999999999236
20,14,4,0.7,2.047500000000008,7166.650000000031,669.6999999999877
11,4,7,0.36363636363636365,0.10909090909090806,705.9999999999923,1735.4500000000103
8,4,3,0.5,1.1125000000000256,893.2500000000347,1582.8499999999872
1,1,0,1.0,1.1000000000000014,2388.100000000003,0.0
12,6,6,0.5,-0.02916666666666738,899.2499999999891,1545.099999999989
10,6,4,0.6,0.45199999999999674,3111.8599999999765,1475.0000000000036
4,2,0,0.5,6.624999999999972,1985.3999999999924,0.0
10,8,2,0.8,212.4600000000002,7006.1000000000095,757.5
1,1,0,1.0,10.400000000000034,2870.4000000000096,0.0
12,7,4,0.5833333333333334,5.487500000000011,5816.80000000001,984.9000000000033
6,4,2,0.6666666666666666,4.019999999999982,2860.0799999999963,631.5
9,6,3,0.6666666666666666,13.877777777777787,3459.5000000000005,769.5
15,9,6,0.6,24.95,7013.300000000001,828.9000000000033
14,7,7,0.5,0.5535714285714367,1490.000000000021,1184.4499999999994
14,8,6,0.5714285714285714,1.0464285714285455,1344.8999999999755,1083.3000000000015
14,5,9,0.35714285714285715,-2.003571428571458,-1025.1000000000204,3102.200000000012
7,4,2,0.5714285714285714,0.1928571428571423,5589.249999999991,590.2500000000084
9,2,7,0.2222222222222222,-0.3577777777777808,-294.8700000000001,1553.750000000006
13,7,6,0.5384615384615384,5.661538461538455,5047.700000000003,943.7500000000014
8,3,4,0.375,3.456250000000068,1625.50000000002,1168.9499999999944
23,14,9,0.6086956521739131,19.19782608695661,7354.450000000032,3873.6000000000113
