Total Return,Number of Trades,Win Rate,Max Drawdown,Sharpe Ratio,Ticker
0.0,0.0,0,0.0,0,AAPL
0.0,0.0,0,0.0,0,MSFT
0.0,0.0,0,0.0,0,GOOGL
0.0,0.0,0,0.0,0,AMZN
